,rac,ec,V2,V258
4002,0.414213562,0.537698854,36,0.215696
4003,0.414213562,0.644141383,36,0.786475
4004,0.224744871,0.50508417,36,0.465964
4005,0.414213562,0.471614839,36,0.902505
4006,0.224744871,0.466113251,36,0.571163
4007,0.414213562,0.64363354,36,0.74567
4008,0,0.666737648,36,0.890455
4009,0.224744871,0.507858546,36,2.965905
4010,0.224744871,0.274855326,36,0.777299
4011,0.414213562,0.563445332,36,0.986741
4012,0,0.459839713,36,0.598453
4014,0.414213562,0.291925449,36,0.814747
4015,0.414213562,0.473769802,36,0.734507
4016,0.414213562,0.410714385,36,0.745251
4017,0,0.426166556,36,0.336844
4018,0.414213562,0.587401052,36,0.890455
4019,0.224744871,0.532326651,36,0.986741
4020,0.224744871,0.659225992,36,0.902505
4021,0.414213562,0.489024971,36,0.598453
4023,0.414213562,0.434837194,36,0.283547
4024,0.224744871,0.326048994,36,0.986741
4025,0.224744871,0.422811529,36,0.556751
4026,0,0.574292899,36,0.65431
4027,0.224744871,0.433885941,36,0.598453
4028,0.414213562,0.472658253,36,0.789524
4029,0.414213562,0.503598227,36,0.814439
4031,0.414213562,0.515994323,36,2.561249
4032,0.224744871,0.3925547,36,0.643522
4033,0.414213562,0.25992105,36,0.598453
4034,0.414213562,0.448760787,36,0.863214
4035,0.224744871,0.551956041,36,0.839616
4036,0,0.60534642,36,0.757686
4037,0.224744871,0.64425413,36,0.598453
4038,0.414213562,0.665366355,36,0.999595
4039,0,0.51878881,36,0.681631
4040,0.224744871,0.542101189,36,0.762416
4041,0.224744871,0.437267082,36,0.598453
4042,0,0.543309261,36,0.814439
4043,0.224744871,0.604629101,36,1.037576
4044,0.414213562,0.239213302,36,0.293542
4045,0,0.468915721,36,0.814439
4046,0,0.606153693,36,0.283547
4047,0,0.481364753,36,2.398413
4048,0.681792831,0.641474303,36,2.561249
4049,0,0.246156307,36,0.352939
4050,0.224744871,0.484434978,36,0.786475
4051,1,0.508203554,36,0.598453
4052,0.414213562,0.546613922,36,0.890455
4053,1,0.339553733,36,0.902505
4054,0,0.556543432,36,0.340821
4055,0,0.172075837,36,1.142638
4056,0,0.638454081,36,1.682
4058,0,0.492998568,36,0.547614
4059,0.224744871,0.45143134,36,0.789524
4061,1,0.552905541,36,0.777299
4062,0,0.587401052,36,0.777299
4063,0.456475315,0.413025554,36,0.86135
4064,0.414213562,0.654876688,36,0.556751
4065,0,0.382248083,36,0.643522
4066,0.224744871,0.505455566,36,0.871518
4067,0,0.552905541,36,0.614177
4068,0,0.470620788,36,1.074467
4069,0.414213562,0.192722455,36,1.186054
4070,0.414213562,0.249331287,36,0.571163
4072,0.414213562,0.39780214,36,1.02547
4073,0.414213562,0.122462048,36,0.65431
4074,0,0.576437988,36,0.957514
4075,0.224744871,0.468159478,36,0.703586
4076,0.681792831,0.551956041,36,1.228225
4079,0,0.280459401,36,1.762365
4080,1,0.382771167,36,3.188059
4081,0.224744871,0.590925477,36,0.789524
4082,0.414213562,0.539263809,36,0.789524
4083,0.414213562,0.574184949,36,0.571163
4084,0.414213562,0.481459697,36,0.890455
4085,0.224744871,0.598630243,36,0.598453
4086,0.414213562,0.338610628,36,0.814439
4087,0.681792831,0.641014184,36,2.231284
4088,0.681792831,0.352978562,36,2.235776
4090,0.224744871,0.816704918,36,0.571163
4091,0,0.497710217,36,2.289043
4092,0,0.326222413,36,0.890455
4093,0.414213562,0.450137285,36,0.677374
4094,0,0.371328154,36,0.902505
4095,0.224744871,0.398820085,36,0.801826
4096,0.414213562,0.479106686,36,0.777299
4097,0.414213562,0.281719079,36,0.65431
4098,0.414213562,0.49897084,36,0.556751
4099,0.681792831,0.491726304,36,0.598453
4100,0.414213562,0.468596105,36,0.863214
4101,0.414213562,0.25992105,36,2.398413
4102,0.224744871,0.629951472,36,0.814439
4103,0,0.536082261,36,1.228225
4104,0.414213562,0.592818727,36,1.124518
4106,0,0.586882388,36,0.902505
4107,1,0.471202333,36,0.786475
4108,0,0.479586854,36,2.262169
4109,0.414213562,0.469249832,36,0.340821
4110,0.414213562,0.414213562,36,0.577906
4111,0.414213562,0.627724068,36,0.890455
4112,0,0.438681023,36,0.385881
4113,0,0.352466748,36,0.753521
4114,0.224744871,0.433557934,36,0.65431
4115,0.224744871,0.597289476,36,0.598453
4116,0,0.485139002,36,0.835837
4117,0.224744871,0.327160944,36,0.614177
4118,0.224744871,0.355966084,36,0.323138
4119,0.224744871,0.599817493,36,0.786475
4120,0.414213562,0.50298648,36,2.62227
4121,0.224744871,0.569043705,36,0.571163
4122,0,0.464118283,36,0.352939
4123,0.414213562,0.533527066,36,1.174753
4124,0.224744871,0.52136087,36,0.614177
4126,0.414213562,0.54178558,36,1.142638
4127,0,0.685214516,36,0.957514
4128,0.456475315,0.708706946,36,0.890455
4130,0,0.403159847,36,0.814439
4131,0.414213562,0.347057099,36,0.814439
4132,0.681792831,0.300569329,36,0.839616
4133,0.224744871,0.322571908,36,2.342601
4135,0.414213562,0.692119237,36,2.398413
4136,0.414213562,0.539890322,36,1.172216
4137,0.414213562,0.527731848,36,1.682
4138,0.224744871,0.558778209,36,1.074467
4139,0.681792831,0.411385355,36,0.598453
4140,0.681792831,0.534133487,36,0.703586
4142,0,0.392027916,36,0.598453
4143,0.414213562,0.510265361,36,1.074467
4144,0,0.485361162,36,0.478026
4145,0.224744871,0.445451723,36,0.890455
4146,1,0.243008852,36,0.547922
4147,0.414213562,0.601027187,36,0.283547
4148,0,0.418220617,36,0.547614
4149,1,0.52136087,36,0.65431
4150,0.414213562,0.433885941,36,0.74567
4151,0,0.539643639,36,0.643522
4152,0.224744871,0.473668745,36,0.786475
4154,0,0.313564083,36,0.863214
4155,0.224744871,0.550111361,36,0.247515
4156,0.224744871,0.402006167,36,0.598453
4157,0,0.309042554,36,0.259341
4158,0,0.456820359,36,0.577906
4159,0,0.25992105,36,0.902505
4160,0.224744871,0.309771259,36,0.809155
4161,0.414213562,0.429259296,36,0.643522
4162,0.414213562,0.618500083,36,0.777299
4164,0,0.261166177,36,0.215696
4165,0,0.456420057,36,1.074467
4166,0.414213562,0.487876613,36,1.639559
4167,0,0.660458245,36,0.571163
4168,0,0.166426895,36,0.259341
4169,0.414213562,0.398763161,36,0.814439
4170,0.414213562,0.708706946,36,0.65431
4171,0.189207115,0.339553733,36,0.890455
4172,0,0.587401052,36,0.777299
4173,0,0.579604017,36,0.902505
4175,0.414213562,0.413890055,36,1.228225
4176,0.414213562,0.604043694,36,0.634133
4177,0.414213562,0.468159478,36,0.589186
4178,0.224744871,0.387434968,36,0.352939
4179,0,0.43462259,36,1.228225
4180,0.414213562,0.414213562,36,0.598453
4181,0.224744871,0.363930722,36,2.235776
4182,0.414213562,0.616352096,36,0.598453
4183,0.414213562,0.516445176,36,1.682
4184,0.414213562,0.509341933,36,1.142638
4185,0.414213562,0.52795222,36,0.283547
4186,0,0.780300639,36,0.902505
4187,0,0.501200006,36,0.283547
4188,0,0.39780214,36,0.863214
4189,0,0.701646093,36,0.957514
4190,0.414213562,0.398626074,36,0.598453
4191,0.414213562,0.480705636,36,0.986741
4192,0.414213562,0.438937358,36,0.839616
4193,0,0.321802152,36,0.598453
4194,0,0.570122457,36,0.643522
4195,0,0.292583372,36,0.777299
4196,0.414213562,0.52416525,36,0.598453
4197,0.414213562,0.40988333,36,0.283547
4198,0.224744871,0.49897084,36,1.639559
4199,0.681792831,0.445005251,36,2.289043
4200,0.681792831,0.371886314,36,0.571163
4201,0.224744871,0.379278659,36,0.385881
4202,0.414213562,0.396189514,36,0.890455
4203,0.224744871,0.337997008,36,2.231284
4204,0.414213562,0.281947448,36,0.902505
4205,0,0.53384306,36,2.289043
4207,0,0.544253471,36,0.598453
4208,0,0.44260351,36,0.681631
4209,0.681792831,0.445021977,36,1.342862
4210,0,0.180387112,36,0.890455
4211,0.681792831,0.479308754,36,0.556751
4212,0.414213562,0.412104114,36,0.86135
4213,0.224744871,0.516306704,36,2.561249
4214,0,0.575841642,36,0.478026
4215,0.414213562,0.413890055,36,0.65431
4216,0.224744871,0.331548392,36,0.547922
4217,0.414213562,0.541158295,36,0.902505
4218,0.224744871,0.383426975,36,1.926857
4219,0,0.489605703,36,0.999595
4220,0.224744871,0.719438063,36,2.62227
4221,0.224744871,0.541432889,36,0.577906
4222,0.224744871,0.660838169,36,2.62227
4223,0.414213562,0.474032389,36,0.215696
4224,0.681792831,0.572350633,36,0.65431
4225,0.224744871,0.349029665,36,0.478026
4226,0.189207115,0.460950113,36,2.235776
4227,0,0.579107676,36,0.385881
4228,0,0.331548392,36,0.814439
4229,0.224744871,0.450137285,36,0.650548
4230,0.414213562,0.589571127,36,0.986741
4231,0,0.587401052,36,0.65431
4232,1,0.607652394,36,0.839616
4233,0.414213562,0.488217049,36,2.235776
4234,0.414213562,0.452121677,36,0.598453
4235,0,0.398443187,36,0.650548
4236,0.414213562,0.414213562,36,0.890455
4237,0.414213562,0.213713652,36,0.871518
4238,0.414213562,0.278185343,36,0.65431
4239,0.414213562,0.632993162,36,0.336844
4240,0.414213562,0.395016646,36,2.398413
4241,1,0.398859081,36,0.890455
4242,0.681792831,0.47410701,36,0.598453
4243,0.414213562,0.583755491,36,1.02547
4244,0.414213562,0.122462048,36,0.814439
4245,0.224744871,0.638454081,36,0.65431
4246,0.414213562,0.410318949,36,0.871518
4247,0.224744871,0.711042853,36,3.188059
4248,0,0.533055463,36,0.556751
4249,0.414213562,0.294603048,36,0.777299
4250,0,0.513516784,36,0.890455
4252,0,0.493459868,36,0.577906
4253,0.456475315,0.518092597,36,0.65431
4254,0.414213562,0.528372183,36,0.871518
4256,0.681792831,0.414213562,36,0.250437
4257,0.414213562,0.541432889,36,3.188059
4258,0.414213562,0.363930722,36,3.188059
4259,0,0.570803196,36,1.174753
4260,0.414213562,0.466455281,36,0.283547
4261,0.414213562,0.547517012,36,0.890455
4262,0,0.395230262,36,0.336844
4263,0,0.461282411,36,0.789524
4264,0.732050808,0.52416525,36,1.142638
4265,0.224744871,0.345909199,36,0.890455
4266,0.414213562,0.491726304,36,0.986741
4267,0.681792831,0.550111361,36,0.577906
4268,1,0.686929601,36,0.786475
4269,0,0.441919649,36,0.571163
4270,0,0.437267082,36,0.86135
4271,0.414213562,0.535151245,36,2.231284
4272,1,0.310563818,36,0.577906
4274,0.414213562,0.677781751,36,1.926857
4275,0,0.396947476,36,0.753521
4276,0.224744871,0.578195687,36,0.890455
4278,0.224744871,0.446435246,36,1.762365
4279,0.224744871,0.43711978,36,0.571163
4280,0,0.535151245,36,0.556751
4281,0,0.355891364,36,0.571163
4282,0.224744871,0.420834875,36,0.65431
4283,0.414213562,0.548897965,36,1.762365
4284,0.414213562,0.574608105,36,0.986741
4285,0.224744871,0.76682125,36,0.757686
4286,0.414213562,0.310692273,36,0.839616
4287,0.414213562,0.510265361,36,0.777299
4288,0,0.53270477,36,0.703586
4289,0.224744871,0.25992105,36,0.547922
4290,0.732050808,0.25992105,36,0.890455
4291,0.414213562,0.434179463,36,2.651531
4292,0.414213562,0.558466173,36,2.62227
4293,0.414213562,0.421833987,36,0.571163
4294,0.224744871,0.630053734,36,0.681631
4295,0.414213562,0.503598227,36,0.890455
4296,0,0.373447512,36,0.241269
4297,0.681792831,0.573698714,36,0.890455
4298,0.414213562,0.374932243,36,0.902505
4299,0,0.543460529,36,0.835837
4300,0.414213562,0.581754987,36,0.890455
4301,0.224744871,0.381821134,36,0.957514
4302,0,0.60801052,36,1.228225
4303,0.224744871,0.566811245,36,0.777299
4304,0.681792831,0.563089801,36,0.571163
4305,0.414213562,0.25992105,36,1.172216
4306,0.224744871,0.522284828,36,0.571163
4307,0.224744871,0.529884678,36,0.571163
4308,0.414213562,0.382001847,36,2.918871
4309,0.414213562,0.49319382,36,0.986741
4310,0.681792831,0.450543885,36,0.571163
4311,0.224744871,0.503254272,36,1.342862
4312,0.681792831,0.642545413,36,0.957514
4313,0.414213562,0.57196978,36,3.188059
4314,0.224744871,0.356201602,36,0.283547
4315,0,0.69234053,36,1.682
4316,0.414213562,0.525664679,36,0.863214
4317,0.414213562,0.25992105,36,0.65431
4318,0.414213562,0.411385355,36,1.220256
4319,0.224744871,0.406406742,36,0.75062
4320,0.224744871,0.506833258,36,0.65431
4321,0.414213562,0.764903912,36,0.703586
4322,0.414213562,0.43462259,36,0.890455
4323,0.414213562,0.438937358,36,0.757686
4324,1,0.51737295,36,0.762416
4325,0,0.539643639,36,0.745251
4326,0.414213562,0.479586854,36,1.342862
4327,0.224744871,0.410318949,36,0.890455
4328,0.681792831,0.331548392,36,0.786475
4329,0,0.411288575,36,0.65431
4330,0.224744871,0.371886314,36,0.598453
4331,0.414213562,0.500024896,36,0.757686
4332,0.224744871,0.548897965,36,0.283547
4333,0.224744871,0.496212817,36,0.598453
4334,0.414213562,0.507858546,36,1.926857
4335,0.224744871,0.52136087,36,0.237443
4336,0,0.501850863,36,2.561249
4337,0,0.38640533,36,0.786475
4338,0.224744871,0.382248083,36,0.598453
4339,0,0.332469835,36,0.658228
4341,0,0.285873887,36,0.789524
4342,0.224744871,0.657130158,36,0.786475
4343,0.681792831,0.479106686,36,0.902505
4344,0.414213562,0.414213562,36,0.814439
4345,0,0.341384985,36,0.863214
4346,0.224744871,0.391065287,36,0.814439
4347,0.224744871,0.496212817,36,0.283547
4348,0.681792831,0.516870368,36,0.863214
4349,0.414213562,0.398763161,36,1.228225
4350,0.681792831,0.328401114,36,2.235776
4351,0.224744871,0.50508417,36,1.762365
4352,0.414213562,0.512688313,36,0.598453
4353,0.681792831,0.544316316,36,0.547922
4354,0.414213562,0.422811529,36,0.809155
4355,0.414213562,0.412918641,36,1.02547
4356,0.414213562,0.485361162,36,0.871518
4357,0.414213562,0.587401052,36,0.65431
4358,0.224744871,0.469612386,36,0.65431
4359,0.414213562,0.590387758,36,0.986741
4360,1,0.568739636,36,0.777299
4361,0.224744871,0.321802152,36,0.571163
4362,0.224744871,0.388694806,36,1.172216
4363,0.414213562,0.48231423,36,0.757686
4364,0,0.618500083,36,1.342862
4365,0.224744871,0.479106686,36,2.398413
4366,0.414213562,0.595954689,36,0.902505
4367,0,0.516445176,36,0.890455
4368,0.681792831,0.414213562,36,0.757686
4369,0,0.443344638,36,1.926857
4370,0.224744871,0.531389734,36,0.247515
4371,0.224744871,0.438937358,36,2.561249
4372,0,0.335231465,36,1.342862
4373,0,0.491378379,36,0.902505
4374,0,0.470168531,36,0.957514
4375,0.681792831,0.313514038,36,0.890455
4376,0,0.579006474,36,0.890455
4377,0.414213562,0.429987158,36,0.65431
4378,0.414213562,0.382771167,36,0.65431
4380,0.414213562,0.564627523,36,3.188059
4381,0.414213562,0.422655619,36,0.986741
4382,0.414213562,0.510462872,36,3.485618
4383,0.414213562,0.531389734,36,0.59868
4384,0,0.543107456,36,0.352939
4386,0.224744871,0.652284402,36,0.571163
4387,0.414213562,0.492998568,36,1.172216
4389,0.224744871,0.384817708,36,0.890455
4390,0.414213562,0,36,0.890455
4391,0,0.114893588,36,0.703586
4392,0,0.379665391,36,0.681631
4393,0.681792831,0.547517012,36,0.571163
4394,0.224744871,0.336147659,36,2.231284
4396,0.414213562,0.557343096,36,1.682
4397,0.224744871,0.494937814,36,1.074467
4398,0.414213562,0.313280046,36,0.777299
4399,0.414213562,0.46900788,36,0.86135
4400,0,0.51257386,36,1.02547
4402,0.414213562,0.480705636,36,0.777299
4403,0.414213562,0.29369334,36,0.777299
4404,0.681792831,0.719438063,36,0.986741
4405,0,0.648905594,36,1.074467
4406,0.224744871,0.529884678,36,2.62227
4407,0.414213562,0.441589804,36,0.871518
4408,0.414213562,0.400805163,36,0.814439
4409,0.224744871,0.513516784,36,1.682
4410,0.414213562,0.409861261,36,2.965905
4411,0.414213562,0.619331576,36,0.890455
4412,0,0.409861261,36,1.701856
4413,0.224744871,0.485139002,36,3.188059
4414,0.681792831,0.455129324,36,0.621428
4415,0.414213562,0.574184949,36,2.342601
4416,0.414213562,0.355136999,36,0.352939
4418,0.224744871,0.431893902,36,0.385881
4419,0,0.591898819,36,0.65431
4420,1,0.361926709,36,0.65431
4421,0.414213562,0.460037174,36,0.283547
4422,0.224744871,0.522284828,36,1.228225
4423,0,0.448760787,36,2.262169
4424,0,0.513516784,36,0.283547
4425,0.681792831,0.548897965,36,0.571163
4426,0.414213562,0.513516784,36,1.02547
4427,0.414213562,0.52136087,36,0.598453
4429,0.224744871,0.316611339,36,0.871518
4431,0.414213562,0.60343828,36,0.247515
4432,0,0.43462259,36,0.352939
4433,0,0.527731848,36,0.789524
4434,0.681792831,0.400805163,36,0.890455
4435,0.224744871,0.609482551,36,0.65431
4436,0,0.618500083,36,1.342862
4437,0.414213562,0.427169417,36,0.814439
4438,0,0.375773438,36,0.65431
4439,0,0.518092597,36,1.228225
4440,0,0.53681078,36,0.535222
4442,0,0.461977433,36,0.577906
4443,0.224744871,0.72361342,36,1.172216
4444,0.224744871,0.471958153,36,0.65431
4445,0,0.522284828,36,0.902505
4447,0.224744871,0.4775247,36,0.65431
4448,0,0.473769802,36,0.757686
4449,0.414213562,0.430340023,36,0.863214
4450,0.414213562,0.326859145,36,0.336844
4451,0.414213562,0.456229613,36,0.598453
4452,0.224744871,0.284604367,36,1.701856
4453,0.224744871,0.693375918,36,0.283547
4454,0,0.33391141,36,0.65431
4455,0.414213562,0.411288575,36,0.890455
4456,0,0.596895424,36,0.547614
4457,0.414213562,0.518092597,36,0.571163
4458,0,0.403393609,36,0.598453
4459,0,0.414560622,36,0.598453
4460,0,0.356898341,36,2.965905
4461,0.414213562,0.645656482,36,2.262169
4462,0.224744871,0.546718379,36,0.777299
4463,0.224744871,0.528372183,36,0.753521
4464,0.414213562,0.458002268,36,0.871518
4465,0.224744871,0.414213562,36,0.283547
4466,0.414213562,0.354317486,36,0.571163
4467,0.224744871,0.40793462,36,2.316065
4468,0,0.304657366,36,0.336844
4469,0,0.63584298,36,0.777299
4470,0.414213562,0.594222773,36,0.814439
4471,0.414213562,0.468715073,36,0.890455
4472,1,0.370733862,36,0.65431
4473,0.414213562,0.37618259,36,0.65431
4474,0.414213562,0.626952451,36,1.228225
4475,0,0.544476227,36,0.74567
4476,0,0.204339709,36,0.352939
4477,0.414213562,0.618129844,36,2.62227
4478,0.414213562,0.663967366,36,0.757686
4479,0.224744871,0.287751087,36,0.259341
4480,0,0.332363045,36,0.259341
4481,0.414213562,0.668272669,36,2.965905
4482,0.414213562,0.563670856,36,1.762365
4483,0,0.606604038,36,0.483669
4484,0.414213562,0.546048078,36,0.571163
4485,0.414213562,0.522284828,36,0.556751
4486,0.414213562,0.582515758,36,0.577906
4487,0.414213562,0.424217634,36,2.561249
4488,0,0.349540178,36,1.701856
4489,0.414213562,0.561266302,36,1.174753
4490,0.414213562,0.328073397,36,1.682
4491,0.224744871,0.541792491,36,0.598453
4492,0.414213562,0.153360196,36,0.890455
4493,0.224744871,0.302473821,36,0.257659
4494,0,0.584117865,36,0.571163
4495,0.224744871,0.414213562,36,0.757686
4496,0.414213562,0.545421151,36,0.777299
4497,0.224744871,0.310692273,36,1.074467
4498,0.224744871,0.444416563,36,0.681631
4499,1,0.491378379,36,2.316065
4500,0.414213562,0.695460082,36,2.561249
4501,0.414213562,0.515456296,36,0.890455
4502,0.414213562,0.563928399,36,1.682
4503,0.224744871,0.566758099,36,0.777299
4504,0.224744871,0.42618888,36,0.598453
4505,0.224744871,0.533905481,36,0.65431
4506,0.224744871,0.509610858,36,0.890455
4507,0.224744871,0.531189487,36,0.814439
4508,0,0.682191253,36,2.179362
4509,0.414213562,0.575841642,36,0.777299
4510,0.681792831,0.311059774,36,2.231284
4511,0.414213562,0.321802152,36,0.571163
4512,0.414213562,0.460950113,36,0.571163
4513,0.414213562,0.472575111,36,3.078599
4514,0.414213562,0.449191645,36,0.598453
4515,0.414213562,0.404774227,36,0.890455
4516,0.414213562,0.683440561,36,0.814439
4517,0.414213562,0.500145124,36,0.547614
4518,0,0.456370375,36,3.485618
4519,0,0.409327929,36,1.682
4520,0,0.294966038,36,0.250437
4521,0.414213562,0.622464702,36,0.547614
4522,0.224744871,0.511814683,36,0.890455
4523,0.681792831,0.567169742,36,1.142638
4524,0.224744871,0.338916911,36,0.890455
4525,0,0.553324068,36,0.500866
4526,0,0.113027642,36,0.385881
4527,0.414213562,0.514331652,36,0.777299
4528,0.414213562,0.535151245,36,0.814439
4529,0,0.508203554,36,0.571163
4530,0.681792831,0.158675548,36,0.814439
4531,0.224744871,0.507506859,36,0.986741
4534,0.414213562,0.364446874,36,0.86135
4536,0.224744871,0.479106686,36,0.890455
4538,0.414213562,0.470865789,36,3.485618
4539,0.224744871,0.381821134,36,0.328345
4540,0.414213562,0.500445484,36,0.283547
4541,0.414213562,0.580353178,36,0.59868
4542,0.414213562,0.501620923,36,0.863214
4543,0.414213562,0.443016418,36,0.65431
4544,0.224744871,0.360448759,36,0.658228
4545,0.456475315,0.584670693,36,0.65431
4546,0,0.65020838,36,0.814439
4547,0.414213562,0.568299905,36,1.926857
4548,0.414213562,0.40218952,36,1.342862
4549,0.456475315,0.455129324,36,2.179362
4550,0,0.421947948,36,0.986741
4551,0.414213562,0.468159478,36,0.59868
4552,0,0.794404204,36,0.577906
4553,0,0.451374079,36,0.890455
4554,0.414213562,0.466455281,36,0.614177
4555,0,0.499775038,36,0.999595
4556,0,0.665366355,36,0.86135
4557,0.681792831,0.25992105,36,0.598453
4559,0,0.261166177,36,0.283547
4560,0.414213562,0.433557934,36,0.890455
4561,0,0.511700296,36,0.65431
4562,0.414213562,0.490251533,36,0.890455
4563,0.224744871,0.395621466,36,0.598453
4564,0,0.562767782,36,0.598453
4565,0.224744871,0.576363764,36,2.235776
4566,0,0.721554303,36,0.75062
4567,1,0.342435818,36,1.228225
4568,0.414213562,0.510483214,36,0.839616
4570,0.224744871,0.558081699,36,0.250437
4571,0,0.398443187,36,0.86135
4572,0,0.491079835,36,2.62227
4573,0.224744871,0.198082905,36,1.762365
4574,0,0.25992105,36,0.890455
4575,0.224744871,0.275942625,36,1.682
4576,0,0.560953767,36,0.777299
4577,0.414213562,0.4775247,36,0.757686
4578,0.414213562,0.406012515,36,0.65431
4579,0,0.368032878,36,0.283547
4580,1,0.478182402,36,3.078599
4581,0.414213562,0.47432752,36,0.86135
4582,0,0.409861261,36,0.890455
4583,0,0.414560622,36,0.465964
4584,0.224744871,0.30405931,36,0.598453
4585,0.681792831,0.520368785,36,0.875773
4586,0.414213562,0.42223265,36,0.571163
4587,0.414213562,0.388076922,36,2.62227
4589,0.414213562,0.351182961,36,0.703586
4590,0.681792831,0.501200006,36,3.04268
4592,0.456475315,0.434179463,36,0.839616
4594,0,0.252614747,36,0.777299
4595,0.224744871,0.453831973,36,0.65431
4596,0,0.588969813,36,0.839616
4597,0.414213562,0.530960473,36,0.890455
4598,0.414213562,0.49897084,36,2.262169
4599,0.224744871,0.356068686,36,2.235776
4600,0.414213562,0.651206941,36,1.074467
4601,0.456475315,0.509610858,36,2.179362
4602,0.414213562,0.476385212,36,2.398413
4603,0,0.293426821,36,0.259341
4604,0.414213562,0.492351548,36,0.902505
4605,0,0.270083624,36,0.757686
4606,0.681792831,0.539538065,36,0.890455
4607,0.414213562,0.445998725,36,0.65431
4608,0.414213562,0.441919649,36,0.814439
4609,0.414213562,0.418618268,36,0.478026
4610,0.414213562,0.484680272,36,0.416574
4611,0.224744871,0.394194839,36,1.639559
4612,0.224744871,0.464428379,36,0.777299
4613,0.414213562,0.417782557,36,0.336844
4614,0.224744871,0.471614839,36,0.643522
4615,0.224744871,0.513516784,36,0.500866
4616,0,0.414213562,36,0.65431
4617,0,0.44104447,36,0.777299
4618,0,0.438937358,36,2.561249
4619,0.224744871,0.441919649,36,1.342862
4620,0.224744871,0.386158353,36,0.86135
4621,0.224744871,0.538121496,36,0.598453
4622,0,0.480705636,36,0.340821
4623,0,0.573904521,36,0.893642
4624,0,0.418545116,36,0.656652
4625,1,0.587401052,36,2.235776
4626,0,0.452121677,36,0.757686
4627,0,0.389992477,36,0.902505
4628,0,0.452121677,36,0.74567
4629,1,0.515379582,36,1.762365
4630,0,0.583755491,36,3.188059
4631,0.414213562,0.284604367,36,0.777299
4632,0.414213562,0.586283452,36,2.289043
4633,0,0.519240495,36,0.814439
4634,0.414213562,0.509610858,36,3.485618
4635,0.414213562,0.487876613,36,1.682
4636,0.224744871,0.353396599,36,1.228225
4637,0.681792831,0.687731946,36,0.890455
4639,0.224744871,0.436248744,36,0.890455
4640,1,0.552108156,36,0.65431
4641,0.224744871,0.433557934,36,0.571163
4642,0.414213562,0.310692273,36,0.890455
4643,0,0.494733611,36,0.839616
4644,0,0.715068379,36,0.74567
4645,0.414213562,0.70615823,36,0.65431
4646,0.224744871,0.350999064,36,1.926857
4647,0,0.339553733,36,0.777299
4648,0.224744871,0.364522065,36,2.262169
4649,0.414213562,0.390014235,36,0.65431
4650,0.681792831,0.251425741,36,0.598453
4651,0,0.527069775,36,0.643522
4653,0.224744871,0.441919649,36,0.786475
4654,0,0.459505768,36,1.021523
4655,0.414213562,0.462395886,36,0.65431
4656,0,0.533055463,36,0.826301
4657,0.224744871,0.501850863,36,0.703586
4658,0.414213562,0.431893902,36,0.681631
4659,0,0.282240766,36,0.65431
4660,0.224744871,0.494612536,36,0.814439
4661,0,0.707271548,36,0.614177
4662,0,0.441919649,36,0.547614
4663,0,0.30405931,36,0.385881
4664,0.224744871,0.510265361,36,0.547614
4665,0.414213562,0.428925941,36,0.863214
4666,0,0.466455281,36,1.174753
4668,0,0.484036857,36,0.465964
4669,0.414213562,0.549252363,36,0.556751
4670,0,0.490960334,36,0.577906
4671,0.414213562,0.462822263,36,1.762365
4672,0,0.54178558,36,1.142638
4674,0.414213562,0.446394923,36,0.814439
4675,0.224744871,0.552108156,36,0.241269
4677,0,0.412248853,36,0.890455
4679,0.414213562,0.464522238,36,0.74567
4680,0,0.183178887,36,0.65431
4681,0.224744871,0.343878645,36,0.598453
4682,0.414213562,0.55517257,36,0.890455
4683,0.414213562,0.441589804,36,2.62227
4684,0.681792831,0.445451723,36,0.598453
4685,1,0.439619805,36,0.598453
4686,0,0.357254416,36,0.957514
4687,0,0.188733387,36,0.814439
4688,0.414213562,0.492693008,36,0.890455
4690,0.224744871,0.463757085,36,0.986741
4691,0.414213562,0.752512258,36,0.65431
4692,0.414213562,0.302473821,36,0.762416
4693,0.224744871,0.54068143,36,0.863214
4694,1,0.356201602,36,0.577906
4695,0.224744871,0.414213562,36,0.598453
4696,0.224744871,0.529884678,36,0.247515
4697,0.414213562,0.555910144,36,0.247515
4698,1,0.78945456,36,0.777299
4699,0.224744871,0.424641193,36,0.65431
4700,0,0.603978418,36,0.283547
4701,0,0.421653239,36,0.500866
4702,0.224744871,0.492998568,36,0.571163
4703,0.224744871,0.44471599,36,1.021523
4704,0.414213562,0.424219561,36,0.777299
4705,0.414213562,0.367553493,36,0.86135
4706,0,0.339553733,36,0.385881
4707,0.414213562,0.406067986,36,1.926857
4708,1,0.450137285,36,1.701856
4709,0.414213562,0.529507255,36,1.994777
4710,0.414213562,0.437267082,36,3.04268
4711,0.414213562,0.510265361,36,2.179362
4712,0.224744871,0.441589804,36,0.643522
4713,0,0.49390402,36,0.250437
4714,0,0.392267814,36,0.577906
4715,0,0.413241927,36,0.875773
4716,0.456475315,0.502539628,36,0.571163
4717,0.681792831,0.632328769,36,0.547614
4719,0,0.342435818,36,2.561249
4720,0,0.493828397,36,0.556751
4721,0.414213562,0.516445176,36,0.634133
4722,0,0.458262046,36,0.789524
4723,0.224744871,0.328924622,36,0.478026
4724,0.681792831,0.309771259,36,1.172216
4725,0.414213562,0.372222986,36,0.65431
4726,0.414213562,0.190726251,36,1.228225
4727,0,0.617685218,36,0.247515
